order_id,order_date,expected_delivery_date,actual_delivery_date,supplier_id,product_id,warehouse_id,quantity_ordered,quantity_received,unit_cost_usd,total_cost_usd,order_status,delivery_status,days_late,quality_score,defect_quantity,payment_status,shipping_mode,order_year,order_month,order_month_name,order_quarter,order_year_month,actual_lead_time,fill_rate,is_perfect_order,supplier_name,country,tier,supplier_category,product_name,product_category,warehouse_name,city
PO00486,2023-09-15,2023-10-07,2023-10-16,SUP004,PRD004,WH001,100,97,120.77,12076.73,Delivered,Very Late,9.0,3.2,4,Paid,Express Courier,2023,9,September,3,2023-09,31.0,97.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Steel Beam H200,Steel,Riyadh Central Warehouse,Riyadh
PO00487,2023-07-09,2023-07-17,2023-07-21,SUP015,PRD015,WH006,250,244,7.71,1927.77,Delivered,Late,4.0,4.4,8,Paid,Sea Freight,2023,7,July,3,2023-07,12.0,97.6,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Madinah Distribution Center,Madinah
PO00488,2023-10-11,2023-10-26,,SUP013,PRD013,WH004,50,0,5.19,259.54,In Transit,Pending,,,0,Pending,Road Transport,2023,10,October,4,2023-10,,0.0,0,Korean Tech Parts Co.,South Korea,A,Electronics,Microchip MC-2000,Electronics,Dubai Free Zone Hub,Dubai
PO00489,2023-07-02,2023-07-11,,SUP008,PRD008,WH004,150,0,8.9,1334.7,In Transit,Pending,,,0,Pending,Sea Freight,2023,7,July,3,2023-07,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,PVC Pipe 3-inch 6m,Plastics,Dubai Free Zone Hub,Dubai
PO00490,2023-05-28,2023-06-19,2023-06-19,SUP009,PRD009,WH002,100,95,204.19,20418.89,Delivered,On Time,0.0,3.5,2,Pending,Sea Freight,2023,5,May,2,2023-05,22.0,95.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Jeddah Port Warehouse,Jeddah
PO00491,2023-02-08,2023-02-15,,SUP011,PRD011,WH003,500,0,98.44,49219.31,In Transit,Pending,,,0,Pending,Express Courier,2023,2,February,1,2023-02,,0.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Dammam Industrial Store,Dammam
PO00492,2024-12-25,2025-01-10,,SUP013,PRD020,WH004,100,0,43.3,4330.28,In Transit,Pending,,,0,Pending,Sea Freight,2024,12,December,4,2024-12,,0.0,0,Korean Tech Parts Co.,South Korea,A,Electronics,Sensor Module SM-300,Electronics,Dubai Free Zone Hub,Dubai
PO00493,2024-01-29,2024-02-19,,SUP012,PRD012,WH001,300,0,18.5,5550.09,Cancelled,Cancelled,,,0,Cancelled,Road Transport,2024,1,January,1,2024-01,,0.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Riyadh Central Warehouse,Riyadh
PO00494,2024-02-15,2024-03-06,,SUP001,PRD001,WH003,100,0,48.97,4896.61,In Transit,Pending,,,0,Pending,Road Transport,2024,2,February,1,2024-02,,0.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Dammam Industrial Store,Dammam
PO00495,2024-10-25,2024-10-29,,SUP004,PRD004,WH005,200,0,119.38,23875.93,In Transit,Pending,,,0,Pending,Rail,2024,10,October,4,2024-10,,0.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Steel Beam H200,Steel,Jubail Chemical Storage,Jubail
PO00496,2023-04-20,2023-04-25,,SUP011,PRD011,WH004,200,0,92.24,18448.84,Pending,Pending,,,0,Pending,Air Freight,2023,4,April,2,2023-04,,0.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Dubai Free Zone Hub,Dubai
PO00497,2023-01-26,2023-02-10,2023-02-24,SUP012,PRD012,WH004,750,747,19.76,14820.81,Delivered,Very Late,14.0,3.0,12,Paid,Sea Freight,2023,1,January,1,2023-01,29.0,99.6,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dubai Free Zone Hub,Dubai
PO00498,2024-02-20,2024-03-15,,SUP002,PRD002,WH006,750,0,3.49,2618.43,Cancelled,Cancelled,,,0,Cancelled,Express Courier,2024,2,February,1,2024-02,,0.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Madinah Distribution Center,Madinah
PO00499,2023-06-02,2023-06-06,2023-06-19,SUP012,PRD012,WH001,50,46,20.09,1004.27,Delivered,Very Late,13.0,4.3,0,Paid,Sea Freight,2023,6,June,2,2023-06,17.0,92.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Riyadh Central Warehouse,Riyadh
PO00500,2024-04-12,2024-04-17,2024-04-21,SUP010,PRD010,WH005,200,181,11.98,2396.72,Delivered,Late,4.0,3.4,3,Pending,Express Courier,2024,4,April,2,2024-04,9.0,90.5,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Jubail Chemical Storage,Jubail
PO00501,2024-07-12,2024-08-08,2024-08-06,SUP003,PRD003,WH002,150,146,28.44,4266.36,Delivered,On Time,0.0,3.3,2,Paid,Express Courier,2024,7,July,3,2024-07,25.0,97.33,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Jeddah Port Warehouse,Jeddah
PO00502,2023-02-11,2023-03-05,,SUP003,PRD003,WH006,150,0,26.67,3999.85,In Transit,Pending,,,0,Pending,Rail,2023,2,February,1,2023-02,,0.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Madinah Distribution Center,Madinah
PO00503,2023-03-24,2023-03-29,2023-03-29,SUP001,PRD001,WH002,250,238,47.29,11823.64,Delivered,On Time,0.0,3.8,11,Paid,Rail,2023,3,March,1,2023-03,5.0,95.2,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Jeddah Port Warehouse,Jeddah
PO00504,2024-09-18,2024-10-04,2024-10-11,SUP002,PRD002,WH003,100,96,3.26,326.28,Delivered,Very Late,7.0,4.7,4,Paid,Air Freight,2024,9,September,3,2024-09,23.0,96.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Dammam Industrial Store,Dammam
PO00505,2023-10-11,2023-11-08,2023-11-08,SUP001,PRD001,WH001,50,45,45.51,2275.33,Delivered,On Time,0.0,3.7,0,Paid,Rail,2023,10,October,4,2023-10,28.0,90.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Riyadh Central Warehouse,Riyadh
PO00506,2023-02-14,2023-02-22,2023-02-19,SUP002,PRD002,WH005,200,194,3.4,679.72,Delivered,On Time,0.0,4.2,3,Paid,Road Transport,2023,2,February,1,2023-02,5.0,97.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Jubail Chemical Storage,Jubail
PO00507,2023-08-24,2023-09-03,2023-09-01,SUP013,PRD013,WH003,200,181,5.1,1020.33,Delivered,On Time,0.0,4.2,0,Pending,Express Courier,2023,8,August,3,2023-08,8.0,90.5,0,Korean Tech Parts Co.,South Korea,A,Electronics,Microchip MC-2000,Electronics,Dammam Industrial Store,Dammam
PO00508,2024-04-10,2024-04-17,,SUP003,PRD003,WH003,200,0,29.25,5850.9,Pending,Pending,,,0,Pending,Road Transport,2024,4,April,2,2024-04,,0.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Dammam Industrial Store,Dammam
PO00509,2023-07-27,2023-08-21,2023-08-28,SUP006,PRD006,WH001,750,706,16.39,12291.44,Delivered,Very Late,7.0,4.5,7,Paid,Express Courier,2023,7,July,3,2023-07,32.0,94.13,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Riyadh Central Warehouse,Riyadh
PO00510,2023-06-24,2023-07-10,,SUP010,PRD010,WH001,750,0,12.95,9713.97,Cancelled,Cancelled,,,0,Cancelled,Air Freight,2023,6,June,2,2023-06,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Riyadh Central Warehouse,Riyadh
PO00511,2024-08-28,2024-08-31,,SUP008,PRD017,WH003,200,0,21.72,4343.57,In Transit,Pending,,,0,Pending,Rail,2024,8,August,3,2024-08,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Dammam Industrial Store,Dammam
PO00512,2024-08-16,2024-09-06,2024-09-12,SUP004,PRD018,WH002,1000,903,0.87,865.19,Delivered,Very Late,6.0,4.1,21,Paid,Air Freight,2024,8,August,3,2024-08,27.0,90.3,0,Dubai Steel Industries,UAE,A,Raw Materials,Stainless Steel Bolt M10,Steel,Jeddah Port Warehouse,Jeddah
PO00513,2023-03-27,2023-04-22,,SUP009,PRD009,WH006,200,0,203.68,40736.09,In Transit,Pending,,,0,Pending,Road Transport,2023,3,March,1,2023-03,,0.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Madinah Distribution Center,Madinah
PO00514,2023-09-02,2023-09-20,2023-09-24,SUP011,PRD011,WH001,50,49,92.89,4644.27,Delivered,Late,4.0,3.9,0,Pending,Road Transport,2023,9,September,3,2023-09,22.0,98.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Riyadh Central Warehouse,Riyadh
PO00515,2024-10-03,2024-10-08,,SUP008,PRD008,WH006,300,0,8.75,2625.58,In Transit,Pending,,,0,Pending,Road Transport,2024,10,October,4,2024-10,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,PVC Pipe 3-inch 6m,Plastics,Madinah Distribution Center,Madinah
PO00516,2024-03-12,2024-04-03,,SUP013,PRD020,WH006,200,0,44.86,8972.49,Cancelled,Cancelled,,,0,Cancelled,Sea Freight,2024,3,March,1,2024-03,,0.0,0,Korean Tech Parts Co.,South Korea,A,Electronics,Sensor Module SM-300,Electronics,Madinah Distribution Center,Madinah
PO00517,2024-09-27,2024-10-01,,SUP015,PRD015,WH006,300,0,8.45,2534.68,Cancelled,Cancelled,,,0,Cancelled,Sea Freight,2024,9,September,3,2024-09,,0.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Madinah Distribution Center,Madinah
PO00518,2024-01-28,2024-02-01,,SUP006,PRD006,WH005,300,0,15.38,4612.97,In Transit,Pending,,,0,Pending,Express Courier,2024,1,January,1,2024-01,,0.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Jubail Chemical Storage,Jubail
PO00519,2024-12-22,2025-01-04,2025-01-19,SUP002,PRD002,WH002,200,195,3.28,656.34,Delivered,Very Late,15.0,4.5,3,Paid,Rail,2024,12,December,4,2024-12,28.0,97.5,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Jeddah Port Warehouse,Jeddah
PO00520,2023-10-11,2023-10-25,,SUP001,PRD001,WH003,750,0,46.65,34985.55,Pending,Pending,,,0,Pending,Sea Freight,2023,10,October,4,2023-10,,0.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Dammam Industrial Store,Dammam
PO00521,2024-04-26,2024-05-18,,SUP012,PRD012,WH004,100,0,18.1,1809.77,In Transit,Pending,,,0,Pending,Rail,2024,4,April,2,2024-04,,0.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dubai Free Zone Hub,Dubai
PO00522,2023-03-31,2023-04-12,2023-04-09,SUP002,PRD002,WH002,150,142,3.18,477.11,Delivered,On Time,0.0,4.7,3,Paid,Express Courier,2023,3,March,1,2023-03,9.0,94.67,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Jeddah Port Warehouse,Jeddah
PO00523,2023-05-16,2023-06-02,2023-06-01,SUP008,PRD017,WH004,200,196,23.06,4612.8,Delivered,On Time,0.0,4.0,3,Paid,Road Transport,2023,5,May,2,2023-05,16.0,98.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Dubai Free Zone Hub,Dubai
PO00524,2024-05-12,2024-05-24,2024-05-23,SUP010,PRD010,WH004,300,299,11.91,3573.57,Delivered,On Time,0.0,4.5,0,Paid,Air Freight,2024,5,May,2,2024-05,11.0,99.67,1,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Dubai Free Zone Hub,Dubai
PO00525,2024-09-25,2024-10-15,2024-10-13,SUP015,PRD015,WH006,100,90,7.84,784.25,Delivered,On Time,0.0,3.6,0,Paid,Air Freight,2024,9,September,3,2024-09,18.0,90.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Madinah Distribution Center,Madinah
PO00526,2024-07-29,2024-08-11,,SUP012,PRD012,WH006,150,0,18.61,2791.48,In Transit,Pending,,,0,Pending,Express Courier,2024,7,July,3,2024-07,,0.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Madinah Distribution Center,Madinah
PO00527,2023-06-16,2023-06-19,,SUP009,PRD009,WH001,750,0,223.71,167781.24,In Transit,Pending,,,0,Pending,Rail,2023,6,June,2,2023-06,,0.0,0,German Precision GmbH,Germany,A,Machinery Parts,Precision Gear Set PG-10,Machinery,Riyadh Central Warehouse,Riyadh
PO00528,2023-11-24,2023-12-14,,SUP003,PRD003,WH006,300,0,29.32,8795.53,Cancelled,Cancelled,,,0,Cancelled,Road Transport,2023,11,November,4,2023-11,,0.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Madinah Distribution Center,Madinah
PO00529,2024-04-30,2024-05-24,2024-05-27,SUP015,PRD015,WH005,50,45,8.13,406.63,Delivered,Late,3.0,4.1,0,Pending,Air Freight,2024,4,April,2,2024-04,27.0,90.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Jubail Chemical Storage,Jubail
PO00530,2024-04-01,2024-04-05,2024-04-03,SUP006,PRD006,WH003,1000,984,15.42,15421.89,Delivered,On Time,0.0,4.4,47,Pending,Road Transport,2024,4,April,2,2024-04,2.0,98.4,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Dammam Industrial Store,Dammam
PO00531,2024-09-09,2024-09-23,,SUP010,PRD010,WH006,150,0,12.69,1903.31,In Transit,Pending,,,0,Pending,Rail,2024,9,September,3,2024-09,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Madinah Distribution Center,Madinah
PO00532,2024-01-14,2024-01-26,,SUP007,PRD007,WH001,300,0,31.88,9563.64,In Transit,Pending,,,0,Pending,Rail,2024,1,January,1,2024-01,,0.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Riyadh Central Warehouse,Riyadh
PO00533,2024-07-28,2024-08-14,,SUP002,PRD002,WH006,750,0,3.18,2383.91,In Transit,Pending,,,0,Pending,Rail,2024,7,July,3,2024-07,,0.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Madinah Distribution Center,Madinah
PO00534,2024-02-29,2024-03-09,2024-03-09,SUP003,PRD003,WH002,500,454,27.33,13667.28,Delivered,On Time,0.0,3.8,20,Pending,Rail,2024,2,February,1,2024-02,9.0,90.8,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Jeddah Port Warehouse,Jeddah
PO00535,2024-12-28,2025-01-05,,SUP010,PRD010,WH002,250,0,12.4,3099.24,In Transit,Pending,,,0,Pending,Sea Freight,2024,12,December,4,2024-12,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Jeddah Port Warehouse,Jeddah
PO00536,2023-11-06,2023-11-26,,SUP014,PRD014,WH004,200,0,62.01,12402.34,Pending,Pending,,,0,Pending,Sea Freight,2023,11,November,4,2023-11,,0.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Dubai Free Zone Hub,Dubai
PO00537,2023-06-07,2023-07-06,,SUP005,PRD019,WH006,100,0,4.72,471.63,Pending,Pending,,,0,Pending,Road Transport,2023,6,June,2,2023-06,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Polyester Thread 1000m,Textiles,Madinah Distribution Center,Madinah
PO00538,2024-03-03,2024-03-26,2024-03-23,SUP003,PRD003,WH006,100,95,30.25,3024.71,Delivered,On Time,0.0,3.7,2,Pending,Rail,2024,3,March,1,2024-03,20.0,95.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Madinah Distribution Center,Madinah
PO00539,2024-12-11,2024-12-30,2024-12-29,SUP014,PRD014,WH003,300,283,64.41,19322.56,Delivered,On Time,0.0,4.4,5,Paid,Rail,2024,12,December,4,2024-12,18.0,94.33,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Dammam Industrial Store,Dammam
PO00540,2024-10-13,2024-10-25,2024-10-30,SUP015,PRD015,WH001,150,146,8.43,1264.61,Delivered,Late,5.0,4.2,1,Paid,Road Transport,2024,10,October,4,2024-10,17.0,97.33,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Riyadh Central Warehouse,Riyadh
PO00541,2023-10-05,2023-10-25,,SUP011,PRD011,WH001,150,0,90.43,13565.07,In Transit,Pending,,,0,Pending,Express Courier,2023,10,October,4,2023-10,,0.0,0,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Riyadh Central Warehouse,Riyadh
PO00542,2023-10-16,2023-10-29,2023-10-26,SUP006,PRD006,WH004,200,195,15.95,3189.7,Delivered,On Time,0.0,4.1,6,Paid,Sea Freight,2023,10,October,4,2023-10,10.0,97.5,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Dubai Free Zone Hub,Dubai
PO00543,2023-04-30,2023-05-18,,SUP014,PRD014,WH001,250,0,68.49,17121.94,In Transit,Pending,,,0,Pending,Air Freight,2023,4,April,2,2023-04,,0.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Riyadh Central Warehouse,Riyadh
PO00544,2024-03-28,2024-04-22,2024-04-19,SUP015,PRD015,WH002,150,145,7.91,1186.05,Delivered,On Time,0.0,3.6,1,Paid,Sea Freight,2024,3,March,1,2024-03,22.0,96.67,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Jeddah Port Warehouse,Jeddah
PO00545,2023-03-21,2023-03-25,2023-03-22,SUP001,PRD001,WH004,750,683,48.37,36281.1,Delivered,On Time,0.0,3.5,2,Paid,Sea Freight,2023,3,March,1,2023-03,1.0,91.07,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Dubai Free Zone Hub,Dubai
PO00546,2024-09-08,2024-09-16,,SUP004,PRD018,WH002,50,0,0.82,40.95,In Transit,Pending,,,0,Pending,Road Transport,2024,9,September,3,2024-09,,0.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Stainless Steel Bolt M10,Steel,Jeddah Port Warehouse,Jeddah
PO00547,2024-08-16,2024-09-15,,SUP006,PRD006,WH002,200,0,16.16,3231.07,Cancelled,Cancelled,,,0,Cancelled,Sea Freight,2024,8,August,3,2024-08,,0.0,0,Turkish Components AG,Turkey,A,Components,Circuit Board CB-500,Electronics,Jeddah Port Warehouse,Jeddah
PO00548,2023-04-12,2023-04-21,2023-04-20,SUP014,PRD014,WH005,100,99,65.32,6532.3,Delivered,On Time,0.0,4.8,4,Pending,Express Courier,2023,4,April,2,2023-04,8.0,99.0,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Jubail Chemical Storage,Jubail
PO00549,2023-07-09,2023-08-07,,SUP008,PRD008,WH002,500,0,8.62,4307.86,In Transit,Pending,,,0,Pending,Express Courier,2023,7,July,3,2023-07,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,PVC Pipe 3-inch 6m,Plastics,Jeddah Port Warehouse,Jeddah
PO00550,2023-08-22,2023-08-28,,SUP007,PRD007,WH003,100,0,32.89,3289.47,Pending,Pending,,,0,Pending,Rail,2023,8,August,3,2023-08,,0.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Dammam Industrial Store,Dammam
PO00551,2024-01-05,2024-01-31,2024-01-28,SUP012,PRD012,WH005,250,236,18.2,4550.45,Delivered,On Time,0.0,4.5,8,Pending,Rail,2024,1,January,1,2024-01,23.0,94.4,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Jubail Chemical Storage,Jubail
PO00552,2023-10-25,2023-11-24,2023-11-24,SUP014,PRD014,WH002,750,725,62.91,47184.28,Delivered,On Time,0.0,3.8,18,Paid,Rail,2023,10,October,4,2023-10,30.0,96.67,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Jeddah Port Warehouse,Jeddah
PO00553,2024-02-15,2024-02-23,2024-02-22,SUP012,PRD012,WH006,500,456,19.7,9848.68,Delivered,On Time,0.0,4.7,16,Paid,Express Courier,2024,2,February,1,2024-02,7.0,91.2,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Madinah Distribution Center,Madinah
PO00554,2024-08-30,2024-09-17,,SUP005,PRD019,WH003,750,0,4.62,3465.15,In Transit,Pending,,,0,Pending,Air Freight,2024,8,August,3,2024-08,,0.0,0,Nile Textiles Co.,Egypt,B,Textiles,Polyester Thread 1000m,Textiles,Dammam Industrial Store,Dammam
PO00555,2024-04-10,2024-04-28,,SUP002,PRD002,WH003,200,0,3.34,668.32,Pending,Pending,,,0,Pending,Air Freight,2024,4,April,2,2024-04,,0.0,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Dammam Industrial Store,Dammam
PO00556,2023-01-31,2023-02-18,2023-02-22,SUP002,PRD002,WH001,150,139,3.42,513.08,Delivered,Late,4.0,4.2,5,Pending,Air Freight,2023,1,January,1,2023-01,22.0,92.67,0,Gulf Packaging Ltd.,Saudi Arabia,A,Packaging,Corrugated Box 40x30,Packaging,Riyadh Central Warehouse,Riyadh
PO00557,2023-10-28,2023-11-16,2023-11-15,SUP011,PRD011,WH004,50,49,94.73,4736.62,Delivered,On Time,0.0,4.8,0,Pending,Rail,2023,10,October,4,2023-10,18.0,98.0,1,Oman Mineral Resources,Oman,B,Raw Materials,Copper Wire Spool 500m,Raw Materials,Dubai Free Zone Hub,Dubai
PO00558,2024-03-29,2024-04-06,,SUP008,PRD008,WH001,250,0,9.2,2300.75,Cancelled,Cancelled,,,0,Cancelled,Air Freight,2024,3,March,1,2024-03,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,PVC Pipe 3-inch 6m,Plastics,Riyadh Central Warehouse,Riyadh
PO00559,2024-05-18,2024-06-12,,SUP007,PRD007,WH003,750,0,34.07,25550.44,In Transit,Pending,,,0,Pending,Express Courier,2024,5,May,2,2024-05,,0.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Dammam Industrial Store,Dammam
PO00560,2024-11-22,2024-12-12,2024-12-09,SUP008,PRD017,WH004,500,480,21.1,10551.35,Delivered,On Time,0.0,3.7,23,Paid,Express Courier,2024,11,November,4,2024-11,17.0,96.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Dubai Free Zone Hub,Dubai
PO00561,2023-02-16,2023-03-16,2023-03-15,SUP003,PRD003,WH003,300,282,29.32,8796.58,Delivered,On Time,0.0,3.1,3,Paid,Express Courier,2023,2,February,1,2023-02,27.0,94.0,0,Eastern Chemicals Corp.,Saudi Arabia,B,Chemicals,Sodium Hydroxide 25kg,Chemicals,Dammam Industrial Store,Dammam
PO00562,2023-03-28,2023-04-03,,SUP015,PRD015,WH003,150,0,7.43,1114.96,In Transit,Pending,,,0,Pending,Road Transport,2023,3,March,1,2023-03,,0.0,0,Malay Rubber Industries,Malaysia,B,Plastics,Rubber Gasket Set,Plastics,Dammam Industrial Store,Dammam
PO00563,2023-02-08,2023-02-27,,SUP008,PRD017,WH005,250,0,20.97,5241.83,In Transit,Pending,,,0,Pending,Rail,2023,2,February,1,2023-02,,0.0,0,Mumbai Plastics Inc.,India,C,Plastics,Thermal Insulation Foam,Plastics,Jubail Chemical Storage,Jubail
PO00564,2024-08-25,2024-09-15,,SUP001,PRD001,WH004,300,0,47.13,14139.77,In Transit,Pending,,,0,Pending,Rail,2024,8,August,3,2024-08,,0.0,0,Al Rajhi Materials Co.,Saudi Arabia,A,Raw Materials,Industrial Valve A-100,Valves,Dubai Free Zone Hub,Dubai
PO00565,2023-04-13,2023-05-01,,SUP012,PRD012,WH003,300,0,18.04,5411.22,Cancelled,Cancelled,,,0,Cancelled,Road Transport,2023,4,April,2,2023-04,,0.0,0,Jordan Chemical Works,Jordan,C,Chemicals,Sulfuric Acid 10L,Chemicals,Dammam Industrial Store,Dammam
PO00566,2024-01-08,2024-01-31,2024-01-29,SUP007,PRD007,WH004,500,490,33.24,16620.48,Delivered,On Time,0.0,4.2,23,Paid,Road Transport,2024,1,January,1,2024-01,21.0,98.0,0,Shanghai Electronics Ltd.,China,B,Electronics,LED Display Module,Electronics,Dubai Free Zone Hub,Dubai
PO00567,2023-03-10,2023-03-19,,SUP010,PRD010,WH004,100,0,12.57,1257.28,In Transit,Pending,,,0,Pending,Road Transport,2023,3,March,1,2023-03,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Dubai Free Zone Hub,Dubai
PO00568,2024-05-31,2024-06-24,,SUP013,PRD020,WH004,300,0,41.16,12348.15,Cancelled,Cancelled,,,0,Cancelled,Rail,2024,5,May,2,2024-05,,0.0,0,Korean Tech Parts Co.,South Korea,A,Electronics,Sensor Module SM-300,Electronics,Dubai Free Zone Hub,Dubai
PO00569,2023-09-15,2023-10-12,,SUP010,PRD010,WH006,150,0,12.99,1947.84,Cancelled,Cancelled,,,0,Cancelled,Express Courier,2023,9,September,3,2023-09,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Madinah Distribution Center,Madinah
PO00570,2023-07-11,2023-08-04,,SUP010,PRD010,WH002,250,0,13.09,3271.72,Pending,Pending,,,0,Pending,Express Courier,2023,7,July,3,2023-07,,0.0,0,Bahrain Logistics Hub,Bahrain,B,Packaging,Bubble Wrap Roll 100m,Packaging,Jeddah Port Warehouse,Jeddah
PO00571,2024-09-21,2024-10-17,2024-10-15,SUP014,PRD014,WH005,150,146,64.86,9728.53,Delivered,On Time,0.0,4.5,6,Pending,Sea Freight,2024,9,September,3,2024-09,24.0,97.33,0,Italian Leather Supplies,Italy,A,Textiles,Premium Leather Sheet,Textiles,Jubail Chemical Storage,Jubail
PO00572,2024-10-11,2024-11-09,2024-11-07,SUP004,PRD016,WH003,200,182,56.08,11215.86,Delivered,On Time,0.0,3.4,2,Paid,Express Courier,2024,10,October,4,2024-10,27.0,91.0,0,Dubai Steel Industries,UAE,A,Raw Materials,Aluminum Sheet 2mm,Raw Materials,Dammam Industrial Store,Dammam
