record_id,date,origin,destination,shipping_mode,carrier,distance_km,weight_kg,cost_usd,cost_per_kg,cost_per_km,fuel_surcharge_pct,on_time
TR00216,2023-12-19,Dammam,Madinah,Express Courier,DB Schenker,1077,4152.4,2132.75,0.5136,1.9803,9.4,1
TR00217,2024-05-27,Mumbai,Dammam,Air Freight,Saudi Post Logistics,6851,4635.9,2979.35,0.6427,0.4349,12.2,0
TR00218,2023-11-26,Shanghai,Riyadh,Sea Freight,Agility Logistics,10959,7514.8,6227.21,0.8287,0.5682,4.3,1
TR00219,2023-10-23,Riyadh,Dubai,Road Transport,Aramex,5030,1474.4,1887.68,1.2803,0.3753,14.5,1
TR00220,2024-08-22,Istanbul,Madinah,Rail,Agility Logistics,8509,4329.6,3945.24,0.9112,0.4637,3.8,1
TR00221,2023-06-28,Jeddah,Jubail,Sea Freight,DB Schenker,1923,7658.3,5567.78,0.727,2.8954,12.6,1
TR00222,2023-02-12,Shanghai,Madinah,Rail,Maersk Line,3503,5561.0,775.98,0.1395,0.2215,4.1,1
TR00223,2024-01-14,Mumbai,Jubail,Rail,Maersk Line,1189,5432.7,3182.65,0.5858,2.6767,10.1,1
TR00224,2023-01-21,Dammam,Dammam,Road Transport,Agility Logistics,274,6870.2,2110.63,0.3072,7.703,6.5,1
TR00225,2023-05-03,Dubai,Riyadh,Air Freight,Aramex,3273,5743.7,3523.19,0.6134,1.0764,7.1,1
TR00226,2024-04-06,Jeddah,Jeddah,Air Freight,DB Schenker,4177,4913.7,2813.93,0.5727,0.6737,5.0,1
TR00227,2024-02-04,Mumbai,Dubai,Rail,FedEx,6109,9150.0,7309.39,0.7988,1.1965,17.7,1
TR00228,2024-11-19,Istanbul,Jubail,Sea Freight,NAQEL Express,11588,9914.3,5206.31,0.5251,0.4493,5.2,1
TR00229,2024-02-19,Dubai,Dammam,Express Courier,Saudi Post Logistics,4900,5968.6,3778.56,0.6331,0.7711,15.5,1
TR00230,2023-02-12,Riyadh,Dammam,Express Courier,FedEx,2474,4280.5,2571.7,0.6008,1.0395,9.1,1
TR00231,2023-08-26,Riyadh,Riyadh,Rail,Aramex,11799,996.0,633.02,0.6356,0.0537,5.7,1
TR00232,2023-09-07,Dubai,Jeddah,Express Courier,Saudi Post Logistics,10280,7249.8,4278.3,0.5901,0.4162,16.4,1
TR00233,2023-03-19,Istanbul,Dubai,Sea Freight,Maersk Line,6340,3524.1,969.22,0.275,0.1529,10.7,0
TR00234,2023-06-25,Dammam,Jubail,Air Freight,FedEx,6258,7656.5,2536.17,0.3312,0.4053,7.1,0
TR00235,2024-09-21,Istanbul,Riyadh,Road Transport,Aramex,594,7251.0,3526.18,0.4863,5.9363,16.3,1
TR00236,2024-11-25,Munich,Dubai,Express Courier,DHL Global,3208,8039.7,1589.71,0.1977,0.4955,10.5,1
TR00237,2023-02-08,Shanghai,Madinah,Rail,DHL Global,8709,5356.8,3156.5,0.5893,0.3624,12.5,1
TR00238,2024-05-23,Istanbul,Jubail,Sea Freight,Saudi Post Logistics,4214,3639.6,753.07,0.2069,0.1787,12.9,1
TR00239,2023-04-18,Munich,Riyadh,Sea Freight,DHL Global,3570,4192.2,1064.32,0.2539,0.2981,4.0,1
TR00240,2024-04-01,Istanbul,Madinah,Sea Freight,FedEx,6683,3165.3,2726.58,0.8614,0.408,15.1,1
TR00241,2023-12-31,Istanbul,Madinah,Road Transport,Aramex,1705,7214.0,5332.79,0.7392,3.1277,12.0,1
TR00242,2023-11-26,Shanghai,Riyadh,Road Transport,FedEx,655,1037.2,613.25,0.5913,0.9363,5.7,0
TR00243,2024-04-17,Dubai,Jubail,Air Freight,Aramex,5391,8993.3,3800.16,0.4226,0.7049,4.4,0
TR00244,2023-09-27,Dubai,Riyadh,Express Courier,Maersk Line,4819,3272.7,2248.54,0.6871,0.4666,5.6,1
TR00245,2023-10-30,Munich,Dammam,Road Transport,NAQEL Express,7197,6012.6,5193.42,0.8638,0.7216,8.2,1
TR00246,2024-10-19,Shanghai,Jubail,Express Courier,DHL Global,7804,1584.0,1532.87,0.9677,0.1964,5.2,1
TR00247,2024-09-07,Dammam,Jubail,Air Freight,DB Schenker,1457,6088.4,2814.25,0.4622,1.9315,15.6,1
TR00248,2023-08-28,Dubai,Riyadh,Rail,Saudi Post Logistics,5711,9654.6,6971.94,0.7221,1.2208,9.8,1
TR00249,2023-09-05,Mumbai,Dammam,Air Freight,Aramex,124,7009.3,1339.0,0.191,10.7984,15.6,1
TR00250,2023-04-12,Munich,Jubail,Sea Freight,Maersk Line,1481,8149.4,4090.86,0.502,2.7622,14.7,0
TR00251,2023-12-17,Jeddah,Jubail,Air Freight,DB Schenker,8996,5519.6,2384.26,0.432,0.265,13.6,1
TR00252,2024-07-30,Istanbul,Madinah,Air Freight,Saudi Post Logistics,5003,433.6,331.75,0.7651,0.0663,8.9,1
TR00253,2024-01-31,Riyadh,Dubai,Road Transport,Agility Logistics,5084,9029.9,7155.74,0.7924,1.4075,3.2,1
TR00254,2024-09-17,Mumbai,Riyadh,Express Courier,DHL Global,5523,5045.1,4040.44,0.8009,0.7316,3.0,1
TR00255,2024-12-20,Dubai,Dubai,Rail,Aramex,2548,6072.6,4635.18,0.7633,1.8191,5.4,1
TR00256,2023-09-08,Istanbul,Dammam,Air Freight,DHL Global,2168,2038.2,1145.28,0.5619,0.5283,7.0,0
TR00257,2024-08-08,Shanghai,Riyadh,Express Courier,DB Schenker,4891,2833.8,2156.19,0.7609,0.4408,17.7,1
TR00258,2023-07-11,Shanghai,Dammam,Rail,NAQEL Express,3109,4534.6,3360.42,0.7411,1.0809,16.5,0
TR00259,2023-06-16,Jeddah,Riyadh,Express Courier,Maersk Line,8405,9952.3,7397.42,0.7433,0.8801,12.7,0
TR00260,2024-11-11,Dubai,Madinah,Sea Freight,NAQEL Express,4555,2222.5,2047.17,0.9211,0.4494,12.7,0
TR00261,2024-09-14,Riyadh,Jeddah,Air Freight,DHL Global,10844,4355.3,2262.62,0.5195,0.2087,15.4,0
TR00262,2024-03-13,Munich,Jeddah,Air Freight,NAQEL Express,6208,822.3,652.6,0.7936,0.1051,9.6,1
TR00263,2024-07-24,Munich,Dubai,Rail,Saudi Post Logistics,10565,7382.1,3507.61,0.4752,0.332,7.4,1
TR00264,2024-11-10,Munich,Riyadh,Road Transport,Maersk Line,2277,6956.3,1435.32,0.2063,0.6304,3.2,1
TR00265,2024-06-07,Dubai,Jubail,Express Courier,Aramex,5444,7726.3,1466.69,0.1898,0.2694,5.2,0
TR00266,2023-12-28,Mumbai,Dubai,Air Freight,Agility Logistics,7488,9143.7,5839.77,0.6387,0.7799,15.8,0
TR00267,2023-11-08,Dubai,Jeddah,Air Freight,Aramex,9074,2000.4,2522.47,1.261,0.278,16.9,1
TR00268,2024-11-19,Munich,Jeddah,Air Freight,Aramex,550,3080.4,378.36,0.1228,0.6879,3.4,1
TR00269,2023-08-10,Shanghai,Dammam,Road Transport,Agility Logistics,3080,8222.0,5257.81,0.6395,1.7071,15.0,0
TR00270,2024-05-27,Jeddah,Jubail,Air Freight,NAQEL Express,2936,2832.9,954.81,0.337,0.3252,9.7,1
TR00271,2023-09-29,Shanghai,Dammam,Air Freight,NAQEL Express,6333,9106.4,4679.81,0.5139,0.739,5.3,1
TR00272,2024-08-07,Shanghai,Madinah,Road Transport,Aramex,8179,3558.6,1848.74,0.5195,0.226,11.3,1
TR00273,2024-10-08,Shanghai,Riyadh,Air Freight,Maersk Line,100,5113.7,3366.25,0.6583,33.6625,9.6,1
TR00274,2023-05-31,Dubai,Dammam,Express Courier,DHL Global,6509,5681.1,3353.26,0.5902,0.5152,13.1,1
TR00275,2023-10-11,Istanbul,Dubai,Road Transport,Saudi Post Logistics,6591,8835.6,5450.97,0.6169,0.827,8.0,1
TR00276,2023-01-12,Dammam,Dubai,Sea Freight,NAQEL Express,7037,6506.1,4388.39,0.6745,0.6236,4.2,0
TR00277,2023-03-03,Istanbul,Riyadh,Air Freight,NAQEL Express,3748,2996.5,1328.01,0.4432,0.3543,10.2,1
TR00278,2024-11-03,Shanghai,Madinah,Road Transport,DHL Global,9171,2960.2,1737.96,0.5871,0.1895,13.1,1
TR00279,2023-11-24,Dubai,Jubail,Sea Freight,Saudi Post Logistics,7771,8788.3,5195.48,0.5912,0.6686,4.2,1
TR00280,2023-11-11,Shanghai,Madinah,Sea Freight,Saudi Post Logistics,10963,216.8,552.24,2.5472,0.0504,7.9,1
TR00281,2024-01-17,Munich,Jubail,Express Courier,DHL Global,1275,3862.3,478.88,0.124,0.3756,16.5,1
TR00282,2023-04-26,Shanghai,Madinah,Sea Freight,NAQEL Express,6964,6091.3,2437.42,0.4001,0.35,7.2,1
TR00283,2023-01-31,Riyadh,Dammam,Express Courier,Agility Logistics,9501,534.3,1386.86,2.5957,0.146,5.3,1
TR00284,2024-06-10,Dammam,Jeddah,Road Transport,Maersk Line,9920,7796.6,2001.1,0.2567,0.2017,15.6,1
TR00285,2024-09-08,Munich,Madinah,Road Transport,NAQEL Express,5308,1789.5,712.8,0.3983,0.1343,8.1,1
TR00286,2023-07-10,Shanghai,Madinah,Express Courier,FedEx,8069,1482.8,1774.23,1.1965,0.2199,13.9,0
TR00287,2024-12-19,Dammam,Riyadh,Road Transport,FedEx,609,1040.8,222.24,0.2135,0.3649,9.2,1
TR00288,2024-05-21,Mumbai,Madinah,Express Courier,NAQEL Express,11369,7410.6,7284.53,0.983,0.6407,7.6,1
TR00289,2024-01-07,Mumbai,Jubail,Rail,Maersk Line,6128,271.7,1067.2,3.9279,0.1742,10.1,1
TR00290,2024-08-12,Munich,Dammam,Air Freight,Aramex,9371,6780.9,3474.37,0.5124,0.3708,12.4,1
TR00291,2023-04-20,Shanghai,Riyadh,Road Transport,DB Schenker,8254,9887.8,6448.58,0.6522,0.7813,16.8,1
TR00292,2023-03-25,Dubai,Dammam,Express Courier,Maersk Line,6035,5507.2,2537.31,0.4607,0.4204,15.2,1
TR00293,2023-01-02,Mumbai,Dammam,Air Freight,Agility Logistics,437,1499.9,306.79,0.2045,0.702,4.8,1
TR00294,2023-08-22,Shanghai,Madinah,Rail,Aramex,7433,2695.0,2410.76,0.8945,0.3243,11.4,0
TR00295,2023-11-12,Mumbai,Riyadh,Rail,Maersk Line,1141,2472.3,614.58,0.2486,0.5386,5.6,1
TR00296,2023-11-21,Riyadh,Dammam,Road Transport,Maersk Line,6136,5048.5,4583.32,0.9079,0.747,15.4,1
TR00297,2024-03-17,Dammam,Riyadh,Express Courier,Maersk Line,2552,129.3,360.24,2.7861,0.1412,6.9,1
TR00298,2024-01-06,Istanbul,Dubai,Sea Freight,DB Schenker,9840,6586.1,3818.27,0.5797,0.388,7.7,1
TR00299,2024-12-03,Riyadh,Riyadh,Sea Freight,Saudi Post Logistics,5555,1719.3,512.57,0.2981,0.0923,14.7,1
TR00300,2023-02-11,Dammam,Dubai,Rail,DHL Global,2167,3799.9,1629.47,0.4288,0.7519,10.4,1
TR00301,2023-01-05,Shanghai,Riyadh,Air Freight,NAQEL Express,1847,5375.9,1535.5,0.2856,0.8313,3.2,1
TR00302,2023-02-20,Shanghai,Madinah,Road Transport,Aramex,5656,9216.3,1119.01,0.1214,0.1978,14.1,1
TR00303,2023-04-25,Dubai,Dammam,Road Transport,NAQEL Express,6346,9513.4,3303.49,0.3472,0.5206,10.6,1
TR00304,2024-04-09,Dammam,Jubail,Express Courier,DHL Global,1414,4112.0,2687.35,0.6535,1.9005,9.2,1
TR00305,2024-02-03,Istanbul,Jubail,Air Freight,Aramex,7184,4360.3,3449.17,0.791,0.4801,10.7,1
TR00306,2024-03-26,Munich,Jubail,Express Courier,Aramex,4846,3767.7,2211.2,0.5869,0.4563,7.8,1
TR00307,2023-07-06,Istanbul,Jeddah,Road Transport,NAQEL Express,5352,3034.2,1388.33,0.4576,0.2594,5.6,1
TR00308,2023-12-21,Shanghai,Riyadh,Rail,FedEx,3315,1289.8,412.77,0.32,0.1245,13.8,1
TR00309,2023-07-02,Dubai,Madinah,Sea Freight,FedEx,2626,4559.4,1884.76,0.4134,0.7177,7.2,1
TR00310,2023-10-30,Jeddah,Jeddah,Road Transport,FedEx,2603,9940.5,6513.49,0.6552,2.5023,10.9,1
TR00311,2023-01-31,Munich,Madinah,Sea Freight,DB Schenker,10680,1583.0,2612.15,1.6501,0.2446,9.5,1
TR00312,2023-09-08,Istanbul,Dubai,Rail,Agility Logistics,3223,3137.4,1548.05,0.4934,0.4803,16.3,1
TR00313,2023-05-30,Mumbai,Madinah,Sea Freight,FedEx,11460,6878.6,2425.76,0.3527,0.2117,6.4,0
TR00314,2024-05-09,Istanbul,Madinah,Road Transport,Saudi Post Logistics,9383,8138.4,2289.36,0.2813,0.244,14.1,1
TR00315,2024-05-16,Riyadh,Riyadh,Air Freight,DHL Global,946,3269.8,2637.89,0.8067,2.7885,12.1,1
TR00316,2023-02-25,Istanbul,Dammam,Sea Freight,Agility Logistics,8232,6698.7,4362.26,0.6512,0.5299,7.5,1
TR00317,2024-10-03,Riyadh,Jubail,Express Courier,FedEx,4569,110.6,149.67,1.3533,0.0328,5.0,1
TR00318,2023-05-14,Jeddah,Riyadh,Express Courier,Saudi Post Logistics,9614,2250.4,2293.36,1.0191,0.2385,15.9,1
TR00319,2024-06-04,Dammam,Madinah,Sea Freight,FedEx,6177,8970.6,6553.45,0.7305,1.0609,7.1,0
TR00320,2024-12-01,Jeddah,Madinah,Rail,Aramex,7713,2788.7,2613.57,0.9372,0.3389,6.5,1
TR00321,2023-12-19,Istanbul,Riyadh,Air Freight,Agility Logistics,3295,8568.5,4523.02,0.5279,1.3727,8.7,1
TR00322,2023-12-24,Mumbai,Dammam,Express Courier,DHL Global,7561,5546.0,3790.62,0.6835,0.5013,16.7,1
TR00323,2023-08-30,Shanghai,Riyadh,Rail,Aramex,6162,2305.2,1504.73,0.6528,0.2442,12.7,1
TR00324,2024-04-06,Dubai,Madinah,Air Freight,Maersk Line,11843,2746.3,2942.55,1.0715,0.2485,17.5,1
TR00325,2024-11-19,Dammam,Madinah,Express Courier,Agility Logistics,387,7354.8,3222.37,0.4381,8.3265,16.3,1
TR00326,2023-12-10,Shanghai,Jeddah,Road Transport,FedEx,1410,4814.0,949.78,0.1973,0.6736,9.9,1
TR00327,2023-06-26,Jeddah,Dubai,Rail,NAQEL Express,11948,1626.3,2189.41,1.3463,0.1832,5.3,1
TR00328,2023-01-10,Riyadh,Dubai,Air Freight,DHL Global,2853,9334.0,2980.2,0.3193,1.0446,17.8,0
TR00329,2024-03-21,Istanbul,Jeddah,Road Transport,FedEx,10170,3822.2,3345.68,0.8753,0.329,17.4,1
TR00330,2024-08-25,Mumbai,Jeddah,Sea Freight,Aramex,1207,3481.9,915.18,0.2628,0.7582,6.2,0
TR00331,2024-08-29,Dubai,Riyadh,Road Transport,DHL Global,624,3635.2,2238.0,0.6156,3.5865,8.0,1
TR00332,2024-08-03,Munich,Jeddah,Air Freight,DHL Global,862,7357.1,3691.52,0.5018,4.2825,10.6,1
TR00333,2024-06-13,Mumbai,Riyadh,Sea Freight,Maersk Line,3665,5321.3,3282.57,0.6169,0.8957,4.5,0
TR00334,2023-05-12,Riyadh,Jeddah,Rail,Maersk Line,9269,4013.9,2202.91,0.5488,0.2377,11.5,1
TR00335,2023-03-15,Dammam,Jubail,Express Courier,Maersk Line,7431,1409.8,1049.33,0.7443,0.1412,10.1,1
TR00336,2023-10-21,Shanghai,Jubail,Express Courier,Agility Logistics,9995,121.8,968.34,7.9502,0.0969,6.2,1
TR00337,2023-09-04,Munich,Madinah,Express Courier,Maersk Line,4483,2753.9,610.56,0.2217,0.1362,17.8,0
TR00338,2024-09-11,Shanghai,Madinah,Air Freight,FedEx,5462,6230.2,1936.7,0.3109,0.3546,5.7,0
TR00339,2024-11-14,Riyadh,Dammam,Express Courier,NAQEL Express,8727,8571.3,6017.02,0.702,0.6895,4.6,0
TR00340,2023-10-12,Dubai,Riyadh,Sea Freight,DHL Global,1148,6300.3,839.65,0.1333,0.7314,8.2,1
TR00341,2024-12-03,Jeddah,Riyadh,Rail,Saudi Post Logistics,4069,9455.6,6165.3,0.652,1.5152,17.4,1
TR00342,2023-06-21,Dubai,Jubail,Road Transport,FedEx,7897,3543.5,2564.94,0.7238,0.3248,4.9,1
TR00343,2024-01-29,Shanghai,Jeddah,Road Transport,DHL Global,4455,7833.6,4467.1,0.5702,1.0027,4.7,1
TR00344,2024-02-20,Mumbai,Dubai,Express Courier,Saudi Post Logistics,4216,7351.0,5583.34,0.7595,1.3243,17.6,0
TR00345,2023-09-05,Riyadh,Riyadh,Rail,DHL Global,2975,9548.3,2325.03,0.2435,0.7815,5.7,1
TR00346,2024-06-11,Jeddah,Riyadh,Road Transport,Maersk Line,7409,1291.1,1533.81,1.188,0.207,17.4,1
TR00347,2023-05-01,Munich,Riyadh,Sea Freight,DB Schenker,6257,9269.8,3205.83,0.3458,0.5124,3.5,0
TR00348,2024-05-13,Riyadh,Dammam,Road Transport,NAQEL Express,647,8446.6,5749.48,0.6807,8.8864,16.0,1
TR00349,2024-03-29,Istanbul,Jubail,Express Courier,DHL Global,11043,5164.9,4487.35,0.8688,0.4064,3.1,0
TR00350,2023-05-25,Dubai,Jeddah,Road Transport,Aramex,476,508.2,109.82,0.2161,0.2307,16.9,1
TR00351,2023-10-29,Dammam,Madinah,Rail,Agility Logistics,7813,3979.2,1389.8,0.3493,0.1779,6.4,1
TR00352,2023-05-06,Dubai,Jeddah,Road Transport,Agility Logistics,3021,941.4,529.29,0.5622,0.1752,4.2,0
TR00353,2024-12-05,Shanghai,Riyadh,Road Transport,Saudi Post Logistics,1705,4397.1,1018.06,0.2315,0.5971,12.1,1
TR00354,2023-06-05,Jeddah,Jubail,Sea Freight,Agility Logistics,9689,2281.4,2426.43,1.0636,0.2504,9.3,1
TR00355,2023-11-13,Istanbul,Dammam,Express Courier,NAQEL Express,10300,7168.1,1879.7,0.2622,0.1825,15.7,1
TR00356,2023-12-05,Dammam,Riyadh,Rail,Saudi Post Logistics,7790,285.0,1134.29,3.98,0.1456,8.8,1
TR00357,2023-07-26,Munich,Riyadh,Road Transport,FedEx,1041,2007.3,1232.8,0.6142,1.1842,10.3,0
TR00358,2024-06-01,Jeddah,Dubai,Rail,NAQEL Express,4187,2335.3,2377.12,1.0179,0.5677,4.8,1
TR00359,2024-04-15,Dammam,Dammam,Express Courier,Agility Logistics,7497,2305.2,1473.05,0.639,0.1965,16.0,1
TR00360,2024-05-05,Shanghai,Dubai,Sea Freight,Agility Logistics,10753,9897.9,6913.93,0.6985,0.643,14.1,1
TR00361,2024-09-13,Jeddah,Dammam,Rail,Saudi Post Logistics,4580,9907.1,5566.72,0.5619,1.2154,4.8,1
TR00362,2023-06-05,Dammam,Jeddah,Road Transport,Aramex,11506,5517.1,2561.68,0.4643,0.2226,10.5,0
TR00363,2023-06-07,Dubai,Dubai,Road Transport,FedEx,4593,7288.4,2046.8,0.2808,0.4456,12.7,1
TR00364,2024-03-05,Munich,Dubai,Express Courier,NAQEL Express,3630,1724.6,1190.58,0.6904,0.328,11.8,1
TR00365,2024-09-17,Dubai,Madinah,Road Transport,NAQEL Express,5895,5513.1,4859.99,0.8815,0.8244,6.7,1
TR00366,2023-06-05,Riyadh,Riyadh,Express Courier,DB Schenker,11097,238.5,665.46,2.7902,0.06,9.8,1
TR00367,2023-04-22,Munich,Riyadh,Road Transport,DB Schenker,8282,5893.7,4382.71,0.7436,0.5292,3.8,1
TR00368,2024-01-30,Dammam,Jeddah,Rail,Maersk Line,7287,8179.0,6455.24,0.7892,0.8859,6.4,1
TR00369,2024-12-20,Riyadh,Jubail,Express Courier,Saudi Post Logistics,9389,4426.4,3611.26,0.8158,0.3846,15.2,1
TR00370,2024-05-10,Dammam,Dammam,Express Courier,Saudi Post Logistics,6290,7202.8,2528.71,0.3511,0.402,7.2,1
TR00371,2024-06-06,Munich,Dubai,Express Courier,FedEx,116,7377.1,5258.37,0.7128,45.3308,7.2,1
TR00372,2023-03-02,Mumbai,Dubai,Air Freight,Aramex,11516,9240.9,7632.52,0.8259,0.6628,14.8,1
TR00373,2024-05-11,Jeddah,Jeddah,Sea Freight,Saudi Post Logistics,2686,137.5,163.48,1.1889,0.0609,13.8,1
TR00374,2023-03-07,Jeddah,Dubai,Rail,Maersk Line,6576,4380.1,1674.97,0.3824,0.2547,10.7,1
TR00375,2024-11-01,Riyadh,Jeddah,Sea Freight,DHL Global,4394,7351.0,1768.42,0.2406,0.4025,7.7,1
TR00376,2024-02-15,Munich,Jeddah,Express Courier,FedEx,3850,6052.8,2906.06,0.4801,0.7548,15.6,1
TR00377,2024-06-13,Dubai,Dammam,Rail,FedEx,3070,4805.0,1925.25,0.4007,0.6271,15.0,1
TR00378,2023-06-03,Munich,Dammam,Air Freight,Saudi Post Logistics,7722,4328.8,3863.13,0.8924,0.5003,8.2,1
TR00379,2024-02-20,Shanghai,Jeddah,Rail,NAQEL Express,11677,7858.3,5956.1,0.7579,0.5101,5.1,1
TR00380,2023-04-13,Munich,Riyadh,Express Courier,DHL Global,6857,5305.0,4515.49,0.8512,0.6585,8.0,1
TR00381,2023-06-25,Istanbul,Jeddah,Road Transport,DB Schenker,10747,9822.6,8868.85,0.9029,0.8252,3.6,1
TR00382,2024-04-20,Mumbai,Dubai,Road Transport,Maersk Line,4564,6090.9,1408.49,0.2312,0.3086,4.0,1
TR00383,2023-01-11,Jeddah,Riyadh,Express Courier,NAQEL Express,10607,1760.1,1196.93,0.68,0.1128,16.4,1
TR00384,2024-04-05,Jeddah,Jeddah,Rail,FedEx,9747,1354.7,1463.07,1.08,0.1501,9.4,1
TR00385,2024-12-03,Jeddah,Dubai,Express Courier,FedEx,7788,7200.4,2418.77,0.3359,0.3106,14.1,1
TR00386,2023-07-09,Mumbai,Dammam,Express Courier,NAQEL Express,798,5006.4,2507.78,0.5009,3.1426,15.0,1
TR00387,2023-11-14,Riyadh,Riyadh,Air Freight,Agility Logistics,8003,2575.5,1946.89,0.7559,0.2433,16.9,1
TR00388,2023-04-03,Mumbai,Riyadh,Road Transport,NAQEL Express,8759,5649.9,3142.45,0.5562,0.3588,13.3,1
TR00389,2024-07-07,Dammam,Dammam,Sea Freight,Aramex,9140,7969.5,6795.16,0.8526,0.7435,5.0,1
TR00390,2023-10-24,Riyadh,Jubail,Road Transport,NAQEL Express,808,5373.2,1559.06,0.2902,1.9295,7.4,1
TR00391,2024-02-21,Riyadh,Jubail,Air Freight,Maersk Line,2516,4844.7,3011.28,0.6216,1.1969,10.5,1
TR00392,2023-07-15,Dammam,Dubai,Sea Freight,Saudi Post Logistics,810,400.4,276.05,0.6894,0.3408,14.9,1
TR00393,2023-08-11,Istanbul,Dammam,Express Courier,Agility Logistics,81,8159.0,2415.56,0.2961,29.8217,15.3,1
TR00394,2024-11-30,Dammam,Jeddah,Air Freight,FedEx,7214,184.3,1184.08,6.4247,0.1641,6.8,1
TR00395,2024-03-30,Dammam,Madinah,Rail,FedEx,2629,9307.0,2124.99,0.2283,0.8083,13.5,1
TR00396,2024-02-10,Jeddah,Dubai,Rail,Maersk Line,8381,5284.9,3593.84,0.68,0.4288,13.7,1
TR00397,2023-05-22,Istanbul,Dammam,Express Courier,Maersk Line,11168,5937.5,1702.19,0.2867,0.1524,16.3,1
TR00398,2023-11-02,Istanbul,Jeddah,Air Freight,Maersk Line,3280,3094.8,2183.34,0.7055,0.6657,15.5,1
TR00399,2023-10-09,Dubai,Riyadh,Express Courier,DB Schenker,4095,6434.0,2808.26,0.4365,0.6858,13.6,1
TR00400,2024-11-19,Riyadh,Dammam,Road Transport,NAQEL Express,1644,7957.2,3175.76,0.3991,1.9317,6.4,1
TR00401,2024-11-27,Riyadh,Jubail,Express Courier,Saudi Post Logistics,7927,6964.1,2427.23,0.3485,0.3062,14.2,1
TR00402,2023-06-08,Munich,Madinah,Road Transport,Aramex,8130,6970.3,3140.38,0.4505,0.3863,3.5,1
TR00403,2023-12-12,Dubai,Dammam,Sea Freight,NAQEL Express,1364,4705.3,2476.25,0.5263,1.8154,4.9,1
TR00404,2023-09-11,Jeddah,Jubail,Air Freight,FedEx,6201,7254.4,5525.94,0.7617,0.8911,12.7,1
TR00405,2023-02-08,Riyadh,Riyadh,Sea Freight,Saudi Post Logistics,10010,8804.4,1496.02,0.1699,0.1495,12.6,0
TR00406,2023-09-16,Mumbai,Riyadh,Air Freight,FedEx,4214,4186.0,1862.96,0.445,0.4421,9.7,1
TR00407,2023-10-01,Jeddah,Dammam,Sea Freight,Aramex,3051,3940.0,2815.82,0.7147,0.9229,5.6,1
TR00408,2023-10-06,Shanghai,Dubai,Rail,DHL Global,12000,5618.6,3040.79,0.5412,0.2534,15.0,1
TR00409,2024-07-06,Shanghai,Jeddah,Rail,NAQEL Express,2105,9604.4,2397.08,0.2496,1.1388,16.8,1
TR00410,2024-12-11,Mumbai,Riyadh,Rail,Saudi Post Logistics,10761,2484.8,2901.85,1.1678,0.2697,10.2,0
TR00411,2024-12-02,Riyadh,Dammam,Express Courier,Agility Logistics,8872,1071.1,1030.61,0.9622,0.1162,16.7,1
TR00412,2024-09-02,Dammam,Dammam,Sea Freight,Agility Logistics,9660,5602.5,2517.64,0.4494,0.2606,16.8,1
TR00413,2024-12-20,Shanghai,Dammam,Rail,Agility Logistics,3580,916.6,709.8,0.7744,0.1983,10.3,1
TR00414,2023-10-10,Jeddah,Riyadh,Road Transport,DHL Global,6917,7089.1,2928.75,0.4131,0.4234,12.1,1
TR00415,2024-07-02,Jeddah,Dubai,Sea Freight,Aramex,4764,8334.1,4134.02,0.496,0.8678,12.9,1
TR00416,2024-07-05,Riyadh,Jubail,Sea Freight,NAQEL Express,8119,2424.3,2602.45,1.0735,0.3205,12.3,0
TR00417,2023-07-01,Dammam,Madinah,Air Freight,DHL Global,10457,9574.4,1962.78,0.205,0.1877,17.8,0
TR00418,2023-07-20,Shanghai,Dubai,Express Courier,DB Schenker,2050,4631.6,1045.02,0.2256,0.5098,6.5,0
TR00419,2023-06-16,Mumbai,Jubail,Sea Freight,NAQEL Express,7473,6039.7,1434.03,0.2374,0.1919,7.6,1
TR00420,2024-04-10,Munich,Jeddah,Air Freight,Maersk Line,3605,4011.8,3420.73,0.8527,0.9489,4.8,1
TR00421,2024-12-26,Munich,Riyadh,Air Freight,NAQEL Express,8723,7214.8,3663.69,0.5078,0.42,12.5,0
TR00422,2024-02-21,Munich,Jubail,Air Freight,DHL Global,4677,1291.3,440.29,0.341,0.0941,12.1,1
TR00423,2024-09-11,Dubai,Jeddah,Air Freight,FedEx,9636,3067.7,2546.04,0.83,0.2642,3.5,1
TR00424,2023-02-20,Mumbai,Riyadh,Rail,NAQEL Express,1935,3673.0,1540.43,0.4194,0.7961,8.8,1
TR00425,2024-03-16,Riyadh,Riyadh,Sea Freight,NAQEL Express,3412,2705.8,1811.47,0.6695,0.5309,17.7,1
TR00426,2024-01-05,Munich,Jeddah,Air Freight,Agility Logistics,10433,4024.6,1861.79,0.4626,0.1785,13.3,1
TR00427,2024-03-29,Dammam,Jeddah,Air Freight,NAQEL Express,447,5843.0,1700.73,0.2911,3.8048,5.4,1
TR00428,2024-06-12,Shanghai,Dammam,Express Courier,FedEx,1579,9564.4,1193.5,0.1248,0.7559,12.0,1
TR00429,2024-11-07,Riyadh,Madinah,Sea Freight,FedEx,3395,183.0,536.34,2.9308,0.158,16.1,1
TR00430,2024-09-01,Dammam,Madinah,Rail,Saudi Post Logistics,944,9269.6,6156.24,0.6641,6.5214,13.6,0
TR00431,2023-05-31,Dammam,Dammam,Express Courier,Saudi Post Logistics,11127,7179.2,2971.77,0.4139,0.2671,7.9,1
