shipment_id,order_id,shipment_date,estimated_arrival,actual_arrival,origin_city,origin_country,destination_city,destination_country,carrier_name,shipping_mode,weight_kg,volume_cbm,shipping_cost_usd,insurance_cost_usd,customs_clearance_days,shipment_status,damage_flag,temperature_controlled
SHP00385,PO00677,2024-05-01,2024-05-09,2024-05-09,Cairo,Egypt,Jeddah,Saudi Arabia,Saudi Post Logistics,Rail,132.5,0.49,340.96,11.52,2,Delivered,0,0
SHP00386,PO00254,2024-08-28,2024-09-01,2024-09-01,Jeddah,Saudi Arabia,Riyadh,Saudi Arabia,DB Schenker,Air Freight,3641.4,11.8,4343.86,268.89,1,Delivered,0,1
SHP00387,PO01897,2025-01-03,2025-01-12,2025-01-21,Cairo,Egypt,Dubai,UAE,FedEx,Rail,4386.0,17.8,10548.98,306.64,4,Delivered,0,1
SHP00388,PO00875,2023-05-30,2023-06-08,2023-06-08,Munich,Germany,Jubail,Saudi Arabia,DHL Global,Express Courier,589.8,3.85,357.76,21.77,6,Delivered,0,1
SHP00389,PO00705,2024-06-04,2024-06-25,2024-06-25,Manama,Bahrain,Dubai,UAE,Saudi Post Logistics,Road Transport,2544.5,10.59,3067.65,235.13,5,Customs Hold,0,0
SHP00390,PO00616,2024-05-19,2024-06-07,2024-06-08,Shanghai,China,Jubail,Saudi Arabia,NAQEL Express,Air Freight,1607.1,7.69,1549.56,90.44,3,Delivered,0,0
SHP00391,PO01079,2024-11-21,2024-11-28,2024-11-28,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,FedEx,Road Transport,1715.2,8.75,4014.5,125.26,7,Delivered,1,0
SHP00392,PO00969,2023-07-22,2023-08-05,2023-08-05,Muscat,Oman,Dubai,UAE,NAQEL Express,Road Transport,1638.7,5.67,2869.99,71.01,2,Delivered,0,0
SHP00393,PO01401,2023-07-02,2023-07-21,2023-07-21,Mumbai,India,Jeddah,Saudi Arabia,Saudi Post Logistics,Air Freight,2010.9,11.89,4297.49,209.91,4,In Transit,0,0
SHP00394,PO01956,2024-03-08,2024-03-10,2024-03-10,Mumbai,India,Dammam,Saudi Arabia,Agility Logistics,Sea Freight,1422.9,6.87,1217.78,81.97,6,Delayed,0,0
SHP00395,PO00556,2023-02-02,2023-02-06,2023-02-06,Jeddah,Saudi Arabia,Jeddah,Saudi Arabia,NAQEL Express,Sea Freight,4063.3,14.17,5713.25,192.11,3,Customs Hold,0,1
SHP00396,PO00338,2024-09-24,2024-10-15,2024-10-15,Muscat,Oman,Jubail,Saudi Arabia,Maersk Line,Air Freight,3969.5,18.86,4907.22,274.73,7,Delivered,0,0
SHP00397,PO01667,2023-02-18,2023-03-12,2023-03-12,Shanghai,China,Jubail,Saudi Arabia,DHL Global,Rail,2583.1,16.07,5880.13,445.85,2,Delivered,0,0
SHP00398,PO01244,2024-08-05,2024-08-21,2024-08-21,Istanbul,Turkey,Dammam,Saudi Arabia,NAQEL Express,Road Transport,2937.7,18.48,8224.28,270.28,2,Delivered,0,0
SHP00399,PO00541,2023-10-06,2023-10-22,2023-10-22,Muscat,Oman,Jubail,Saudi Arabia,DHL Global,Road Transport,3672.6,11.28,9896.64,509.89,6,Delivered,0,0
SHP00400,PO01759,2023-05-03,2023-05-05,2023-05-05,Dubai,UAE,Dubai,UAE,Agility Logistics,Rail,4305.2,12.43,5954.65,123.57,7,Delivered,0,0
SHP00401,PO01126,2024-07-19,2024-07-26,2024-07-26,Kuala Lumpur,Malaysia,Jeddah,Saudi Arabia,DHL Global,Express Courier,4153.5,21.58,10969.38,492.75,2,Delivered,0,0
SHP00402,PO00274,2023-10-06,2023-10-30,2023-10-30,Kuala Lumpur,Malaysia,Dubai,UAE,Maersk Line,Road Transport,3623.5,16.32,7122.26,500.78,2,Delivered,0,0
SHP00403,PO01352,2024-10-03,2024-10-13,2024-10-19,Milan,Italy,Dubai,UAE,DHL Global,Air Freight,1051.8,3.75,1221.73,97.63,4,Delivered,1,0
SHP00404,PO01980,2024-02-01,2024-02-16,2024-02-16,Amman,Jordan,Jubail,Saudi Arabia,DB Schenker,Air Freight,635.8,1.96,1509.01,72.52,1,Delivered,0,0
SHP00405,PO01455,2024-07-10,2024-07-24,2024-08-02,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,DHL Global,Sea Freight,3462.0,11.72,6745.57,509.58,5,Delivered,0,0
SHP00406,PO00506,2023-02-19,2023-02-27,2023-02-28,Jeddah,Saudi Arabia,Dubai,UAE,Agility Logistics,Air Freight,4552.5,19.9,8834.13,270.64,6,Delivered,0,0
SHP00407,PO00750,2024-02-16,2024-02-29,2024-02-29,Mumbai,India,Jubail,Saudi Arabia,DB Schenker,Sea Freight,2453.4,7.02,1674.28,68.25,0,Delayed,0,0
SHP00408,PO00367,2023-03-23,2023-03-29,2023-03-29,Munich,Germany,Dubai,UAE,Maersk Line,Rail,4255.1,24.6,11338.63,249.33,1,Delivered,0,0
SHP00409,PO01077,2024-01-23,2024-02-03,2024-02-03,Manama,Bahrain,Riyadh,Saudi Arabia,DB Schenker,Rail,3111.4,10.32,3590.16,197.82,0,Delivered,0,0
SHP00410,PO00807,2023-09-06,2023-09-16,2023-09-16,Dubai,UAE,Riyadh,Saudi Arabia,DB Schenker,Express Courier,2874.9,17.12,8489.87,414.92,0,Delivered,0,0
SHP00411,PO00946,2024-09-13,2024-09-27,2024-10-02,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,Agility Logistics,Sea Freight,273.0,1.47,268.68,8.29,4,Delivered,0,0
SHP00412,PO01636,2024-08-24,2024-09-13,2024-09-15,Jeddah,Saudi Arabia,Dubai,UAE,Saudi Post Logistics,Express Courier,4921.7,28.83,12848.71,754.69,5,Customs Hold,0,0
SHP00413,PO01574,2024-11-17,2024-11-19,2024-11-20,Seoul,South Korea,Dubai,UAE,DB Schenker,Express Courier,524.6,1.53,1148.78,37.15,2,In Transit,0,0
SHP00414,PO01980,2024-02-02,2024-02-20,2024-02-20,Amman,Jordan,Jubail,Saudi Arabia,Agility Logistics,Sea Freight,222.9,0.74,302.6,17.04,3,Delayed,0,1
SHP00415,PO00981,2023-09-10,2023-09-18,2023-09-23,Cairo,Egypt,Jubail,Saudi Arabia,Agility Logistics,Road Transport,1394.1,5.59,1283.33,41.13,7,Delivered,0,0
SHP00416,PO01643,2024-12-21,2025-01-04,2025-01-04,Dubai,UAE,Dammam,Saudi Arabia,NAQEL Express,Rail,1955.8,9.69,3830.28,137.52,7,In Transit,0,1
SHP00417,PO01658,2024-08-09,2024-08-19,2024-08-21,Cairo,Egypt,Madinah,Saudi Arabia,Maersk Line,Air Freight,1303.3,4.27,1437.99,71.48,0,Delivered,0,1
SHP00418,PO01074,2023-10-18,2023-10-30,2023-10-30,Milan,Italy,Jubail,Saudi Arabia,Saudi Post Logistics,Sea Freight,1223.3,3.93,1680.2,89.45,0,In Transit,0,0
SHP00419,PO00471,2023-02-03,2023-02-11,2023-02-11,Dubai,UAE,Jubail,Saudi Arabia,Agility Logistics,Express Courier,983.0,3.34,788.53,35.03,6,Delivered,0,0
SHP00420,PO01882,2023-03-18,2023-04-04,2023-04-04,Mumbai,India,Dammam,Saudi Arabia,DB Schenker,Sea Freight,1791.2,6.09,2625.56,80.34,4,In Transit,0,0
SHP00421,PO01512,2023-12-16,2023-12-29,2024-01-01,Milan,Italy,Jeddah,Saudi Arabia,NAQEL Express,Express Courier,2187.8,11.49,2687.45,117.37,4,Delivered,0,1
SHP00422,PO01616,2023-06-21,2023-07-16,2023-07-16,Muscat,Oman,Dubai,UAE,Aramex,Rail,1023.0,3.33,2095.44,75.16,5,Delivered,0,0
SHP00423,PO01553,2023-06-04,2023-06-08,2023-06-08,Muscat,Oman,Jubail,Saudi Arabia,NAQEL Express,Rail,272.4,0.88,211.23,15.3,5,Delivered,0,0
SHP00424,PO01213,2023-09-22,2023-10-12,2023-10-12,Kuala Lumpur,Malaysia,Dubai,UAE,FedEx,Air Freight,4322.1,28.0,3103.21,108.91,5,Delivered,0,0
SHP00425,PO01939,2024-06-13,2024-07-03,2024-07-03,Seoul,South Korea,Dubai,UAE,Saudi Post Logistics,Air Freight,2079.0,11.11,3468.51,220.5,7,Delivered,0,0
SHP00426,PO00175,2023-06-04,2023-06-27,2023-06-27,Riyadh,Saudi Arabia,Madinah,Saudi Arabia,FedEx,Rail,4616.1,14.31,8885.82,245.63,7,Delivered,0,0
SHP00427,PO01067,2023-02-21,2023-03-17,2023-03-22,Shanghai,China,Dammam,Saudi Arabia,FedEx,Rail,2085.6,8.34,1089.63,81.72,0,Delivered,0,0
SHP00428,PO01644,2023-06-18,2023-06-23,2023-06-23,Munich,Germany,Dubai,UAE,Maersk Line,Rail,227.3,0.94,230.13,12.03,4,Delivered,0,0
SHP00429,PO00402,2023-07-04,2023-07-14,2023-07-17,Milan,Italy,Riyadh,Saudi Arabia,NAQEL Express,Air Freight,2192.7,6.78,4713.94,289.46,0,Customs Hold,0,0
SHP00430,PO00982,2024-06-08,2024-06-11,2024-06-11,Jeddah,Saudi Arabia,Jeddah,Saudi Arabia,NAQEL Express,Express Courier,4352.2,17.32,10791.94,724.71,4,Delivered,0,0
SHP00431,PO01525,2023-08-18,2023-09-12,2023-09-15,Muscat,Oman,Jubail,Saudi Arabia,DB Schenker,Road Transport,4449.3,17.1,9554.75,707.62,3,Delivered,1,1
SHP00432,PO00069,2024-11-26,2024-12-11,2024-12-12,Amman,Jordan,Dubai,UAE,Saudi Post Logistics,Air Freight,2145.5,7.8,1362.85,88.03,2,Delivered,0,0
SHP00433,PO00267,2024-06-03,2024-06-26,2024-06-26,Manama,Bahrain,Jubail,Saudi Arabia,FedEx,Sea Freight,4799.0,15.26,4380.68,152.24,6,Delivered,1,1
SHP00434,PO00061,2023-01-21,2023-02-12,2023-02-15,Amman,Jordan,Dubai,UAE,DB Schenker,Sea Freight,4031.3,14.07,4116.77,122.68,1,Delivered,1,0
SHP00435,PO00441,2024-04-14,2024-04-26,2024-04-26,Shanghai,China,Riyadh,Saudi Arabia,FedEx,Sea Freight,3338.3,13.02,7509.37,491.74,6,Delayed,0,1
SHP00436,PO00617,2023-01-21,2023-02-14,2023-02-14,Shanghai,China,Jubail,Saudi Arabia,Maersk Line,Road Transport,1521.7,7.33,2466.25,184.75,5,Delivered,0,0
SHP00437,PO01813,2024-07-14,2024-08-01,2024-08-01,Muscat,Oman,Jeddah,Saudi Arabia,Saudi Post Logistics,Road Transport,1221.7,3.87,1755.42,44.02,2,Delivered,0,0
SHP00438,PO01056,2024-10-18,2024-10-28,2024-10-28,Riyadh,Saudi Arabia,Jeddah,Saudi Arabia,DHL Global,Express Courier,1749.3,5.4,2471.45,118.68,6,In Transit,0,0
SHP00439,PO00163,2024-04-07,2024-04-27,2024-04-27,Milan,Italy,Dammam,Saudi Arabia,DHL Global,Express Courier,2144.9,7.26,5526.17,219.39,4,Delivered,0,0
SHP00440,PO01383,2024-07-06,2024-07-30,2024-07-30,Mumbai,India,Dammam,Saudi Arabia,DHL Global,Road Transport,3698.6,14.67,3108.95,109.8,6,In Transit,0,1
SHP00441,PO00055,2023-09-07,2023-09-28,2023-09-30,Amman,Jordan,Dubai,UAE,FedEx,Road Transport,4311.7,17.13,2994.51,71.03,2,Delivered,0,0
SHP00442,PO00615,2024-10-11,2024-11-02,2024-11-02,Milan,Italy,Dubai,UAE,Aramex,Road Transport,1455.2,4.99,1186.68,60.35,2,Customs Hold,0,1
SHP00443,PO00509,2023-08-01,2023-08-18,2023-08-18,Istanbul,Turkey,Dubai,UAE,Maersk Line,Road Transport,4377.1,13.32,8752.51,324.3,4,Delivered,0,0
SHP00444,PO00544,2024-03-29,2024-04-13,2024-04-13,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,Saudi Post Logistics,Rail,3312.0,13.37,2931.43,122.65,3,Delivered,0,0
SHP00445,PO00923,2024-05-25,2024-06-04,2024-06-07,Muscat,Oman,Dubai,UAE,Agility Logistics,Road Transport,663.4,3.67,1618.38,47.23,2,Delivered,0,0
SHP00446,PO00129,2024-06-01,2024-06-06,2024-06-06,Muscat,Oman,Dammam,Saudi Arabia,DHL Global,Rail,4536.7,16.35,2828.92,114.12,5,Delivered,0,0
SHP00447,PO00729,2023-12-26,2024-01-08,2024-01-08,Shanghai,China,Jubail,Saudi Arabia,DHL Global,Rail,4960.9,14.54,10710.11,345.0,7,Delivered,0,0
SHP00448,PO01043,2023-12-13,2024-01-03,2024-01-03,Muscat,Oman,Riyadh,Saudi Arabia,DHL Global,Sea Freight,2538.6,8.41,1591.8,51.03,7,Delivered,0,0
SHP00449,PO01146,2023-02-15,2023-02-19,2023-02-19,Amman,Jordan,Dammam,Saudi Arabia,FedEx,Air Freight,1985.3,8.76,1222.08,93.23,3,Customs Hold,0,0
SHP00450,PO01073,2023-04-06,2023-04-24,2023-04-24,Amman,Jordan,Jubail,Saudi Arabia,Maersk Line,Sea Freight,215.4,0.96,518.29,16.49,1,Delivered,0,0
SHP00451,PO00090,2023-08-18,2023-08-29,2023-08-29,Shanghai,China,Jeddah,Saudi Arabia,FedEx,Air Freight,3552.7,10.51,5625.96,281.22,0,Delivered,0,0
SHP00452,PO00484,2024-10-19,2024-11-10,2024-11-10,Istanbul,Turkey,Jubail,Saudi Arabia,DHL Global,Express Courier,2684.9,13.97,3337.02,257.47,7,Delivered,0,0
SHP00453,PO00928,2023-07-04,2023-07-13,2023-07-16,Munich,Germany,Dubai,UAE,Aramex,Sea Freight,2741.2,13.07,6163.31,191.9,2,In Transit,0,0
SHP00454,PO00570,2023-07-15,2023-07-26,2023-07-26,Manama,Bahrain,Jeddah,Saudi Arabia,NAQEL Express,Express Courier,1010.9,3.52,926.12,46.02,6,Delivered,0,0
SHP00455,PO00671,2023-07-24,2023-08-16,2023-08-16,Dubai,UAE,Jubail,Saudi Arabia,DB Schenker,Road Transport,3066.5,16.69,4509.06,210.81,1,Delivered,0,0
SHP00456,PO01249,2023-10-31,2023-11-21,2023-11-21,Manama,Bahrain,Jeddah,Saudi Arabia,Saudi Post Logistics,Road Transport,4050.0,17.56,8642.64,274.48,4,Delivered,0,0
SHP00457,PO01626,2024-12-10,2024-12-29,2024-12-29,Munich,Germany,Jubail,Saudi Arabia,Agility Logistics,Rail,2120.6,6.07,3813.69,295.65,1,Delivered,0,1
SHP00458,PO01181,2024-02-23,2024-03-17,2024-03-26,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,Aramex,Road Transport,1949.4,7.86,1879.9,43.51,7,Delivered,0,0
SHP00459,PO00553,2024-02-19,2024-03-13,2024-03-13,Amman,Jordan,Riyadh,Saudi Arabia,Agility Logistics,Rail,4603.6,15.8,13688.33,1065.22,7,Delivered,0,0
SHP00460,PO00676,2024-04-25,2024-05-09,2024-05-19,Dammam,Saudi Arabia,Dammam,Saudi Arabia,Saudi Post Logistics,Rail,3329.8,11.88,7209.72,486.28,5,In Transit,0,0
SHP00461,PO01387,2023-10-19,2023-11-01,2023-11-03,Cairo,Egypt,Riyadh,Saudi Arabia,Aramex,Rail,3204.1,13.04,5001.19,291.81,4,Delivered,0,0
SHP00462,PO00957,2023-06-06,2023-06-21,2023-06-27,Mumbai,India,Riyadh,Saudi Arabia,Saudi Post Logistics,Air Freight,4419.9,14.26,4172.07,98.82,2,Delivered,0,0
SHP00463,PO00513,2023-03-28,2023-04-10,2023-04-10,Munich,Germany,Dubai,UAE,DHL Global,Express Courier,508.8,1.48,696.55,53.39,0,In Transit,0,0
SHP00464,PO00483,2023-08-31,2023-09-19,2023-09-19,Shanghai,China,Jeddah,Saudi Arabia,DB Schenker,Air Freight,4566.6,14.42,10384.13,519.65,7,Customs Hold,0,1
SHP00465,PO00382,2024-06-25,2024-07-19,2024-07-22,Seoul,South Korea,Dubai,UAE,Aramex,Air Freight,1062.1,6.28,1599.02,120.26,1,In Transit,0,0
SHP00466,PO00310,2023-11-03,2023-11-07,2023-11-07,Mumbai,India,Jeddah,Saudi Arabia,DB Schenker,Express Courier,4167.8,18.02,8524.55,181.2,2,Delivered,0,0
SHP00467,PO01271,2024-08-08,2024-08-13,2024-08-13,Istanbul,Turkey,Dubai,UAE,FedEx,Sea Freight,1595.0,4.93,3299.7,160.85,5,Delivered,0,0
SHP00468,PO01220,2024-06-05,2024-06-10,2024-06-10,Manama,Bahrain,Jeddah,Saudi Arabia,DB Schenker,Road Transport,4027.7,21.17,6644.71,245.53,7,Delivered,0,0
SHP00469,PO00504,2024-09-23,2024-09-29,2024-09-29,Jeddah,Saudi Arabia,Riyadh,Saudi Arabia,DHL Global,Air Freight,2098.2,9.03,3137.56,70.89,3,Delivered,0,0
SHP00470,PO00729,2023-12-28,2023-12-30,2023-12-30,Shanghai,China,Dammam,Saudi Arabia,NAQEL Express,Road Transport,1692.2,9.4,2779.03,78.73,0,Delivered,0,1
SHP00471,PO01531,2023-07-10,2023-07-26,2023-07-26,Cairo,Egypt,Riyadh,Saudi Arabia,Maersk Line,Road Transport,4521.9,14.17,12633.11,952.51,7,Delivered,0,0
SHP00472,PO01960,2023-01-30,2023-02-06,2023-02-06,Muscat,Oman,Riyadh,Saudi Arabia,Agility Logistics,Rail,4354.0,16.14,10995.95,861.1,5,In Transit,0,1
SHP00473,PO01557,2024-05-31,2024-06-02,2024-06-02,Shanghai,China,Madinah,Saudi Arabia,DB Schenker,Express Courier,3519.3,10.24,9421.81,425.08,7,In Transit,0,0
SHP00474,PO00386,2024-07-02,2024-07-26,2024-07-26,Riyadh,Saudi Arabia,Jeddah,Saudi Arabia,DB Schenker,Air Freight,2009.9,9.9,4772.89,320.01,5,In Transit,0,0
SHP00475,PO00071,2024-10-26,2024-11-17,2024-11-18,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,Maersk Line,Road Transport,537.7,1.98,524.74,22.82,5,In Transit,0,0
SHP00476,PO01565,2024-04-25,2024-05-07,2024-05-09,Riyadh,Saudi Arabia,Jeddah,Saudi Arabia,DB Schenker,Air Freight,2354.0,7.26,1194.06,82.6,4,Delivered,0,0
SHP00477,PO00924,2024-12-08,2024-12-30,2024-12-30,Dammam,Saudi Arabia,Dubai,UAE,NAQEL Express,Sea Freight,4150.8,13.87,6649.96,177.42,2,Delivered,0,0
SHP00478,PO01131,2023-04-29,2023-05-07,2023-05-07,Muscat,Oman,Madinah,Saudi Arabia,NAQEL Express,Sea Freight,2272.9,7.14,4199.62,179.92,1,Delivered,0,0
SHP00479,PO00727,2024-06-12,2024-06-29,2024-07-04,Shanghai,China,Jubail,Saudi Arabia,FedEx,Sea Freight,3829.2,23.37,2462.23,100.53,5,Customs Hold,0,0
SHP00480,PO01243,2023-11-06,2023-11-15,2023-11-15,Seoul,South Korea,Jubail,Saudi Arabia,FedEx,Rail,1473.2,5.89,2648.56,166.34,4,In Transit,0,0
SHP00481,PO01470,2024-06-15,2024-06-28,2024-06-28,Shanghai,China,Madinah,Saudi Arabia,FedEx,Road Transport,2362.1,8.35,6215.23,493.66,5,Delivered,0,0
SHP00482,PO00026,2024-04-25,2024-05-17,2024-05-17,Riyadh,Saudi Arabia,Dubai,UAE,Aramex,Rail,597.8,2.12,538.19,11.61,2,Delayed,0,0
SHP00483,PO01614,2023-09-14,2023-09-19,2023-09-19,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,Maersk Line,Sea Freight,180.6,0.67,514.39,17.09,0,Delivered,0,0
SHP00484,PO01171,2023-07-10,2023-07-14,2023-07-14,Milan,Italy,Riyadh,Saudi Arabia,FedEx,Air Freight,2523.0,10.91,2321.72,49.79,7,Delivered,0,0
SHP00485,PO00102,2023-04-09,2023-05-02,2023-05-02,Muscat,Oman,Riyadh,Saudi Arabia,Agility Logistics,Express Courier,690.7,2.02,526.97,21.16,6,Delivered,0,0
SHP00486,PO00415,2024-02-11,2024-03-03,2024-03-05,Dammam,Saudi Arabia,Madinah,Saudi Arabia,DHL Global,Express Courier,4096.3,22.78,5674.41,391.29,1,Delayed,0,0
SHP00487,PO01900,2023-08-15,2023-09-09,2023-09-12,Kuala Lumpur,Malaysia,Madinah,Saudi Arabia,Aramex,Road Transport,272.2,1.09,208.12,9.99,4,Customs Hold,0,0
SHP00488,PO00969,2023-07-21,2023-08-09,2023-08-09,Muscat,Oman,Jeddah,Saudi Arabia,DHL Global,Rail,3648.3,18.02,5921.87,466.78,7,Delivered,0,1
SHP00489,PO01258,2023-06-04,2023-06-26,2023-06-26,Riyadh,Saudi Arabia,Jubail,Saudi Arabia,FedEx,Road Transport,1963.8,7.39,3287.77,90.26,5,Delivered,0,0
SHP00490,PO00410,2024-07-24,2024-08-03,2024-08-03,Munich,Germany,Riyadh,Saudi Arabia,Aramex,Rail,4058.8,23.54,2932.96,132.61,3,Delivered,0,0
SHP00491,PO01285,2023-06-14,2023-07-03,2023-07-03,Riyadh,Saudi Arabia,Riyadh,Saudi Arabia,Saudi Post Logistics,Rail,2675.3,10.57,6273.87,420.2,5,Delivered,0,0
SHP00492,PO00868,2023-05-29,2023-06-01,2023-06-02,Amman,Jordan,Madinah,Saudi Arabia,NAQEL Express,Road Transport,2426.3,13.88,2343.18,69.03,3,Delivered,0,0
SHP00493,PO01169,2023-12-11,2023-12-17,2023-12-17,Dubai,UAE,Jeddah,Saudi Arabia,NAQEL Express,Express Courier,2185.9,6.6,1137.08,39.41,4,Delivered,0,0
SHP00494,PO01714,2023-04-22,2023-05-04,2023-05-06,Munich,Germany,Madinah,Saudi Arabia,NAQEL Express,Rail,3915.8,14.92,6448.15,207.83,2,Delivered,0,0
SHP00495,PO00423,2023-08-27,2023-09-14,2023-09-14,Shanghai,China,Dammam,Saudi Arabia,Saudi Post Logistics,Rail,1791.0,5.57,1525.59,119.18,2,Delivered,0,0
SHP00496,PO01613,2023-01-15,2023-02-04,2023-02-04,Mumbai,India,Jeddah,Saudi Arabia,Saudi Post Logistics,Rail,972.9,3.57,965.8,52.73,6,Delivered,0,0
SHP00497,PO02000,2023-08-06,2023-08-25,2023-08-25,Cairo,Egypt,Riyadh,Saudi Arabia,DB Schenker,Air Freight,3881.4,14.6,10827.84,389.38,1,Delivered,0,0
SHP00498,PO00299,2024-01-08,2024-01-25,2024-01-25,Manama,Bahrain,Dubai,UAE,DB Schenker,Express Courier,793.8,2.38,399.67,28.4,1,Delivered,0,0
SHP00499,PO01252,2023-05-11,2023-05-19,2023-05-20,Dammam,Saudi Arabia,Jubail,Saudi Arabia,FedEx,Road Transport,2269.1,6.66,2326.61,89.34,1,Delivered,0,0
SHP00500,PO01752,2023-11-14,2023-11-30,2023-11-30,Riyadh,Saudi Arabia,Jeddah,Saudi Arabia,DHL Global,Rail,1467.1,4.36,3253.72,140.11,4,In Transit,0,0
SHP00501,PO00853,2023-03-13,2023-03-20,2023-03-20,Cairo,Egypt,Jeddah,Saudi Arabia,DB Schenker,Rail,3133.8,10.84,2695.74,94.34,4,Delivered,0,0
SHP00502,PO00911,2023-02-12,2023-02-21,2023-02-21,Manama,Bahrain,Jeddah,Saudi Arabia,Maersk Line,Express Courier,4633.3,14.63,5318.89,325.04,0,Delivered,0,0
SHP00503,PO01169,2023-12-10,2023-12-13,2023-12-21,Dubai,UAE,Jubail,Saudi Arabia,Saudi Post Logistics,Sea Freight,1986.4,9.13,1363.46,79.0,1,In Transit,0,0
SHP00504,PO00597,2023-06-05,2023-06-22,2023-06-22,Munich,Germany,Madinah,Saudi Arabia,Maersk Line,Express Courier,1720.3,8.57,4429.78,229.14,5,Delivered,0,0
SHP00505,PO00891,2023-09-18,2023-10-13,2023-10-13,Shanghai,China,Dubai,UAE,DHL Global,Road Transport,4528.7,15.65,12219.21,649.03,7,Delivered,0,0
SHP00506,PO00970,2024-01-13,2024-02-02,2024-02-02,Munich,Germany,Jubail,Saudi Arabia,DB Schenker,Express Courier,932.5,5.58,1829.79,49.35,1,Delivered,0,0
SHP00507,PO01245,2024-01-20,2024-01-25,2024-01-25,Jeddah,Saudi Arabia,Dammam,Saudi Arabia,DHL Global,Air Freight,4087.1,11.94,9128.2,399.87,3,Delivered,0,0
SHP00508,PO00659,2023-02-15,2023-02-20,2023-02-21,Kuala Lumpur,Malaysia,Jeddah,Saudi Arabia,DHL Global,Rail,1544.8,9.74,971.84,72.04,4,In Transit,0,1
SHP00509,PO01052,2023-07-05,2023-07-19,2023-07-19,Manama,Bahrain,Jubail,Saudi Arabia,DHL Global,Express Courier,777.0,4.15,1941.12,53.34,6,Delivered,0,1
SHP00510,PO01949,2023-02-05,2023-02-16,2023-02-16,Amman,Jordan,Riyadh,Saudi Arabia,DHL Global,Road Transport,997.4,5.54,782.16,46.36,1,Delivered,0,0
SHP00511,PO00282,2023-09-05,2023-09-18,2023-09-20,Kuala Lumpur,Malaysia,Jeddah,Saudi Arabia,Aramex,Air Freight,1484.6,5.74,4209.16,329.88,2,Delivered,0,0
SHP00512,PO00516,2024-03-14,2024-03-28,2024-03-28,Seoul,South Korea,Dubai,UAE,FedEx,Air Freight,99.6,0.56,111.28,7.8,4,Delivered,0,0
SHP00513,PO00081,2024-11-05,2024-11-19,2024-11-20,Muscat,Oman,Dubai,UAE,FedEx,Express Courier,3768.9,15.15,8537.3,631.64,6,Customs Hold,0,1
SHP00514,PO01436,2023-02-26,2023-03-04,2023-03-04,Munich,Germany,Dubai,UAE,Saudi Post Logistics,Air Freight,3977.8,12.49,2503.62,86.29,3,Delivered,0,0
SHP00515,PO00150,2024-08-28,2024-09-21,2024-09-21,Dubai,UAE,Riyadh,Saudi Arabia,NAQEL Express,Air Freight,1756.1,9.41,2398.64,175.39,6,In Transit,0,0
SHP00516,PO01375,2024-05-14,2024-05-21,2024-05-21,Dammam,Saudi Arabia,Jeddah,Saudi Arabia,FedEx,Express Courier,2777.0,9.58,2912.59,173.16,2,In Transit,0,0
SHP00517,PO00781,2024-10-21,2024-11-13,2024-11-16,Dubai,UAE,Madinah,Saudi Arabia,NAQEL Express,Express Courier,3272.0,12.92,5546.89,438.36,0,Delivered,0,0
SHP00518,PO01851,2024-03-27,2024-03-31,2024-03-31,Dubai,UAE,Dubai,UAE,FedEx,Sea Freight,4112.1,13.93,9064.02,503.87,1,Delivered,0,0
SHP00519,PO00958,2023-12-21,2024-01-03,2024-01-03,Muscat,Oman,Madinah,Saudi Arabia,Maersk Line,Rail,2423.5,16.03,4596.11,345.3,4,Delivered,0,0
SHP00520,PO01623,2024-04-12,2024-04-25,2024-04-25,Milan,Italy,Dubai,UAE,Agility Logistics,Air Freight,3855.0,19.52,10932.43,751.19,5,Delivered,0,0
SHP00521,PO00573,2024-03-25,2024-04-04,2024-04-04,Shanghai,China,Madinah,Saudi Arabia,Saudi Post Logistics,Express Courier,1697.4,9.98,4316.2,299.84,0,In Transit,0,0
SHP00522,PO00198,2024-04-23,2024-05-01,2024-05-01,Seoul,South Korea,Jubail,Saudi Arabia,DHL Global,Sea Freight,3003.4,12.03,4074.3,245.89,6,Delivered,0,0
SHP00523,PO00021,2024-11-12,2024-11-22,2024-11-22,Kuala Lumpur,Malaysia,Dammam,Saudi Arabia,Aramex,Air Freight,1224.4,6.92,3263.55,160.61,7,Customs Hold,1,1
SHP00524,PO00407,2023-07-06,2023-07-14,2023-07-14,Munich,Germany,Madinah,Saudi Arabia,Aramex,Express Courier,446.9,2.75,1108.82,57.19,3,Delivered,0,0
SHP00525,PO01520,2023-01-14,2023-01-20,2023-01-24,Dammam,Saudi Arabia,Madinah,Saudi Arabia,NAQEL Express,Road Transport,4742.6,20.21,11351.65,566.25,3,Delivered,0,1
SHP00526,PO00422,2023-03-11,2023-03-13,2023-03-13,Shanghai,China,Jeddah,Saudi Arabia,FedEx,Sea Freight,4091.2,13.8,5465.12,427.73,4,Delivered,0,0
